FWER,type,rho,cutoff
0.01576,Algo2 w1,0.85,0.004643690145281077
0.02063,Algo2 w2,0.85,0.006190953209107053
0.02091,Algo2 w2 prime,0.85,0.006279082050018003
0.01028,Algo1 w1,0.86,0.003125
0.01996,Algo1 w2,0.86,0.006250358631177782
0.02057,Algo1 w2 prime,0.86,0.006459883177784465
0.01514,Algo2 w1,0.86,0.0046875896526500874
0.02028,Algo2 w2,0.86,0.006368476928334274
0.02058,Algo2 w2 prime,0.86,0.006466083693817953
0.01057,Algo1 w1,0.87,0.003125
0.02016,Algo1 w2,0.87,0.006439641089376658
0.02085,Algo1 w2 prime,0.87,0.006666930948815356
0.01528,Algo2 w1,0.87,0.004733514086505512
0.02052,Algo2 w2,0.87,0.006565107197220136
0.02087,Algo2 w2 prime,0.87,0.006673605468262339
0.00963,Algo1 w1,0.88,0.003125
0.01962,Algo1 w2,0.88,0.006650911243667126
0.02019,Algo1 w2 prime,0.88,0.006898385386169663
0.01439,Algo2 w1,0.88,0.004781686164163046
0.01992,Algo2 w2,0.88,0.006784475482818449
0.02021,Algo2 w2 prime,0.88,0.006905587284900322
0.00938,Algo1 w1,0.89,0.003125
0.01987,Algo1 w2,0.89,0.006888722895085713
0.02086,Algo1 w2 prime,0.89,0.007159331761450655
0.0141,Algo2 w1,0.89,0.004832375115282019
0.0204,Algo2 w2,0.89,0.007031272072427003
0.02092,Algo2 w2 prime,0.89,0.007167122478108785
0.009,Algo1 w1,0.9,0.003125
0.02003,Algo1 w2,0.9,0.007159088169520962
0.02084,Algo1 w2 prime,0.9,0.007456484539310495
0.01387,Algo2 w1,0.9,0.004885912176417091
0.02046,Algo2 w2,0.9,0.007311683800519082
0.02085,Algo2 w2 prime,0.9,0.007464938760160623
0.00895,Algo1 w1,0.901,0.003125
0.01978,Algo1 w2,0.901,0.007188205148621944
0.02047,Algo1 w2 prime,0.901,0.007488515208890791
0.01386,Algo2 w1,0.901,0.004891437633166024
0.02007,Algo2 w2,0.901,0.007341872084696166
0.02048,Algo2 w2 prime,0.901,0.007497040441124514
0.00901,Algo1 w1,0.902,0.003125
0.01993,Algo1 w2,0.902,0.007217736022644102
0.02068,Algo1 w2 prime,0.902,0.0075210066762432335
0.01365,Algo2 w1,0.902,0.004896996098310822
0.02033,Algo2 w2,0.902,0.007372487380005263
0.0207,Algo2 w2 prime,0.902,0.0075296038355321
0.00914,Algo1 w1,0.903,0.003125
0.02018,Algo1 w2,0.903,0.007247690674643915
0.02091,Algo1 w2 prime,0.903,0.007553969986510679
0.01435,Algo2 w1,0.903,0.004902588053438167
0.02055,Algo2 w2,0.903,0.007403539843515078
0.02094,Algo2 w2 prime,0.903,0.007562640007323944
0.0091,Algo1 w1,0.904,0.003125
0.01992,Algo1 w2,0.904,0.007278079324836179
0.02063,Algo1 w2 prime,0.904,0.007587416561878436
0.01392,Algo2 w1,0.904,0.004908213992436829
0.02025,Algo2 w2,0.904,0.007435039977816437
0.02064,Algo2 w2 prime,0.904,0.007596160397943046
0.00897,Algo1 w1,0.905,0.003125
0.01981,Algo1 w2,0.905,0.007308912545643856
0.02054,Algo1 w2 prime,0.905,0.007621358218388793
0.01356,Algo2 w1,0.905,0.004913874421945252
0.02014,Algo2 w2,0.905,0.007466998646409792
0.02055,Algo2 w2 prime,0.905,0.007630176843256493
0.00838,Algo1 w1,0.906,0.003125
0.01916,Algo1 w2,0.906,0.007340201277582106
0.01999,Algo1 w2 prime,0.906,0.0076558071836861
0.01292,Algo2 w1,0.906,0.004919569861820351
0.01949,Algo2 w2,0.906,0.007499427089943512
0.02,Algo2 w2 prime,0.906,0.007664701591320502
0.00872,Algo1 w1,0.907,0.003125
0.0191,Algo1 w2,0.907,0.007371956846031315
0.02,Algo1 w2 prime,0.907,0.0076907761157534536
0.01296,Algo2 w1,0.907,0.004925300845628619
0.01953,Algo2 w2,0.907,0.007532336943360003
0.02006,Algo2 w2 prime,0.907,0.007699747321141218
0.00867,Algo1 w1,0.908,0.003125
0.01956,Algo1 w2,0.908,0.0074041909789631785
0.02036,Algo1 w2 prime,0.908,0.007726278122708547
0.01325,Algo2 w1,0.908,0.004931067921161658
0.01989,Algo2 w2,0.908,0.007565740254010451
0.02037,Algo2 w2 prime,0.908,0.007735327162493714
0.00888,Algo1 w1,0.909,0.003125
0.01986,Algo1 w2,0.909,0.007436915825673505
0.02041,Algo1 w2 prime,0.909,0.00776232678372931
0.01381,Algo2 w1,0.909,0.004936871650975611
0.02006,Algo2 w2,0.909,0.0075996495008036685
0.02045,Algo2 w2 prime,0.909,0.007771454716872404
0.0084,Algo1 w1,0.91,0.003125
0.01884,Algo1 w2,0.91,0.007470143976605779
0.01964,Algo1 w2 prime,0.91,0.00779893617118746
0.01274,Algo2 w1,0.91,0.004942712612958603
0.01928,Algo2 w2,0.91,0.00763407761446026
0.01966,Algo2 w2 prime,0.91,0.007808144079651116
0.00878,Algo1 w1,0.911,0.003125
0.01947,Algo1 w2,0.911,0.00750388848394071
0.02028,Algo1 w2 prime,0.911,0.007836120874050985
0.01345,Algo2 w1,0.911,0.0049485914008584085
0.01989,Algo2 w2,0.911,0.00766903799894301
0.02031,Algo2 w2 prime,0.911,0.007845409863534254
0.00846,Algo1 w1,0.912,0.003125
0.01944,Algo1 w2,0.912,0.007538162885363937
0.0202,Algo1 w2 prime,0.912,0.00787389602277867
0.01314,Algo2 w1,0.912,0.004954508625176979
0.01977,Algo2 w2,0.912,0.007704544554177679
0.02021,Algo2 w2 prime,0.912,0.007883267223393666
0.0081,Algo1 w1,0.913,0.003125
0.01878,Algo1 w2,0.913,0.007572981225303847
0.01951,Algo1 w2 prime,0.913,0.007912277315474612
0.01287,Algo2 w1,0.913,0.0049604649134254025
0.01906,Algo2 w2,0.913,0.0077406117000765875
0.01952,Algo2 w2 prime,0.913,0.007921731882582422
0.00818,Algo1 w1,0.914,0.003125
0.01897,Algo1 w2,0.914,0.007608358081434124
0.01984,Algo1 w2 prime,0.914,0.007951281045846248
0.01238,Algo2 w1,0.914,0.00496646091108277
0.01942,Algo2 w2,0.914,0.007777254402063813
0.01985,Algo2 w2 prime,0.914,0.007960820160838612
0.00859,Algo1 w1,0.915,0.003125
0.01976,Algo1 w2,0.915,0.007644308590790565
0.02064,Algo1 w2 prime,0.915,0.007990924132754063
0.01311,Algo2 w1,0.915,0.004972497282257145
0.02029,Algo2 w2,0.915,0.007814488198131872
0.02065,Algo2 w2 prime,0.915,0.008000549003889726
0.00837,Algo1 w1,0.916,0.003125
0.01919,Algo1 w2,0.916,0.00768084847790742
0.02015,Algo1 w2 prime,0.916,0.00803122415173205
0.01287,Algo2 w1,0.916,0.004978574710451708
0.01963,Algo2 w2,0.916,0.007852329227572922
0.02015,Algo2 w2 prime,0.916,0.008040936014883012
0.00811,Algo1 w1,0.917,0.003125
0.01945,Algo1 w2,0.917,0.007717994084714474
0.02033,Algo1 w2 prime,0.917,0.008072199367847149
0.01292,Algo2 w1,0.917,0.004984693899372006
0.01984,Algo2 w2,0.917,0.007890794261504084
0.02034,Algo2 w2 prime,0.917,0.008081999487777394
0.00869,Algo1 w1,0.918,0.003125
0.02026,Algo1 w2,0.918,0.007755762402326889
0.02102,Algo1 w2 prime,0.918,0.008113868771900297
0.01338,Algo2 w1,0.918,0.004990855573776975
0.0206,Algo2 w2,0.918,0.007929900735322426
0.02103,Algo2 w2 prime,0.918,0.008123758051230183
0.00837,Algo1 w1,0.919,0.003125
0.02005,Algo1 w2,0.919,0.007794171104872103
0.02093,Algo1 w2 prime,0.919,0.00815625211766553
0.01301,Algo2 w1,0.919,0.004997060480376733
0.02051,Algo2 w2,0.919,0.007969666783233666
0.02095,Algo2 w2 prime,0.919,0.008166232269962617
0.00835,Algo1 w1,0.92,0.003125
0.01995,Algo1 w2,0.92,0.007833238585510457
0.02076,Algo1 w2 prime,0.92,0.008199369962180465
0.0132,Algo2 w1,0.92,0.005003309388780271
0.02037,Algo2 w2,0.92,0.008010111275016307
0.02079,Algo2 w2 prime,0.92,0.00820944234382329
0.0081,Algo1 w1,0.921,0.003125
0.01925,Algo1 w2,0.921,0.007872983994820688
0.0203,Algo1 w2 prime,0.921,0.008243243298493935
0.01264,Algo2 w1,0.921,0.005009603092496517
0.0198,Algo2 w2,0.921,0.008051253855194836
0.02033,Algo2 w2 prime,0.921,0.008253409708593219
0.00784,Algo1 w1,0.922,0.003125
0.01923,Algo1 w2,0.922,0.007913427281736997
0.01998,Algo1 w2 prime,0.922,0.008287895238403316
0.01253,Algo2 w1,0.922,0.0050159424099924955
0.01954,Algo2 w2,0.922,0.008093114984809864
0.01999,Algo2 w2 prime,0.922,0.008298156692873397
0.00821,Algo1 w1,0.923,0.003125
0.01967,Algo1 w2,0.923,0.00795458923724121
0.0207,Algo1 w2 prime,0.923,0.008333348610108584
0.01279,Algo2 w1,0.923,0.005022328185812535
0.02017,Algo2 w2,0.923,0.008135715985995417
0.02073,Algo2 w2 prime,0.923,0.008343706566833283
0.00774,Algo1 w1,0.924,0.003125
0.0194,Algo1 w2,0.924,0.007996491541034417
0.02029,Algo1 w2 prime,0.924,0.008379627641211269
0.01247,Algo2 w1,0.924,0.005028761291763121
0.01984,Algo2 w2,0.924,0.008179079089587652
0.0203,Algo2 w2 prime,0.924,0.008390083594272867
0.00773,Algo1 w1,0.925,0.003125
0.01843,Algo1 w2,0.925,0.008039156811430198
0.01927,Algo1 w2 prime,0.925,0.008426757607309794
0.01183,Algo2 w1,0.925,0.005035242628167785
0.0188,Algo2 w2,0.925,0.008223227486013528
0.0193,Algo2 w2 prime,0.925,0.008437313088267782
0.00801,Algo1 w1,0.926,0.003125
0.01947,Algo1 w2,0.926,0.008082608658739412
0.02048,Algo1 w2 prime,0.926,0.008474764891466995
0.01229,Algo2 w1,0.926,0.005041773125197543
0.01988,Algo2 w2,0.926,0.00826818537973638
0.0205,Algo2 w2 prime,0.926,0.008485421470695368
0.00778,Algo1 w1,0.927,0.003125
0.01986,Algo1 w2,0.927,0.008126871742439172
0.02072,Algo1 w2 prime,0.927,0.008523677047880285
0.01266,Algo2 w1,0.927,0.005048353744282301
0.02021,Algo2 w2,0.927,0.008313978047544758
0.02074,Algo2 w2 prime,0.927,0.008534436335966069
0.00827,Algo1 w1,0.928,0.003125
0.01986,Algo1 w2,0.928,0.00817197183302589
0.02067,Algo1 w2 prime,0.928,0.008573522870145265
0.01276,Algo2 w1,0.928,0.005054985479693704
0.02033,Algo2 w2,0.928,0.00836063190103454
0.0207,Algo2 w2 prime,0.928,0.00858438651931908
0.00792,Algo1 w1,0.929,0.003125
0.01998,Algo1 w2,0.929,0.008217935875463012
0.02103,Algo1 w2 prime,0.929,0.008624332464306115
0.01231,Algo2 w1,0.929,0.0050616693598014
0.02051,Algo2 w2,0.929,0.008408174553594832
0.02107,Algo2 w2 prime,0.929,0.00863530217007263
0.0079,Algo1 w1,0.93,0.003125
0.01959,Algo1 w2,0.93,0.008264792063190867
0.02047,Algo1 w2 prime,0.93,0.00867613732762257
0.01227,Algo2 w1,0.93,0.00506840644926889
0.02001,Algo2 w2,0.93,0.008456634892398333
0.02049,Algo2 w2 prime,0.93,0.008687214830267923
0.00757,Algo1 w1,0.931,0.003125
0.01914,Algo1 w2,0.931,0.00831256991174293
0.02022,Algo1 w2 prime,0.931,0.008728970432871538
0.01189,Algo2 w1,0.931,0.00507519785052221
0.01969,Algo2 w2,0.931,0.00850604315570092
0.02024,Algo2 w2 prime,0.931,0.008740157519176645
0.00781,Algo1 w1,0.932,0.003125
0.01933,Algo1 w2,0.932,0.008361300340951141
0.02019,Algo1 w2 prime,0.932,0.008782866319202668
0.01223,Algo2 w1,0.932,0.005082044705753375
0.01975,Algo2 w2,0.932,0.008556430550903079
0.02022,Algo2 w2 prime,0.932,0.008794164797486726
0.0077,Algo1 w1,0.933,0.003125
0.01952,Algo1 w2,0.933,0.008411015762879316
0.02047,Algo1 w2 prime,0.933,0.008837861189932763
0.01196,Algo2 w1,0.933,0.005088948198967949
0.01995,Algo2 w2,0.933,0.008607831198393456
0.02047,Algo2 w2 prime,0.933,0.008849272971659354
0.0078,Algo1 w1,0.934,0.003125
0.02025,Algo1 w2,0.934,0.0084617501766314
0.02115,Algo1 w2 prime,0.934,0.008893993017959852
0.01264,Algo2 w1,0.934,0.0050959095581704274
0.02054,Algo2 w2,0.934,0.008660279455958925
0.0212,Algo2 w2 prime,0.934,0.008905520040303707
0.00772,Algo1 w1,0.935,0.003125
0.01983,Algo1 w2,0.935,0.008513539270682711
0.02087,Algo1 w2 prime,0.935,0.00895130165950954
0.01224,Algo2 w1,0.935,0.00510293005769892
0.02033,Algo2 w2,0.935,0.008713811865057158
0.0209,Algo2 w2 prime,0.935,0.008962957238192995
0.00737,Algo1 w1,0.936,0.003125
0.01963,Algo1 w2,0.936,0.008566420533454192
0.0208,Algo1 w2 prime,0.936,0.009009828977008591
0.01195,Algo2 w1,0.936,0.00511001102072183
0.02018,Algo2 w2,0.936,0.008768466804382605
0.02085,Algo2 w2 prime,0.936,0.009021592510553057
0.00781,Algo1 w1,0.937,0.003125
0.02074,Algo1 w2,0.937,0.008620433372930674
0.02176,Algo1 w2 prime,0.937,0.009069618971969503
0.01298,Algo2 w1,0.937,0.005117153821910464
0.02122,Algo2 w2,0.937,0.008824284611647306
0.02177,Algo2 w2 prime,0.937,0.009081503890765981
0.00777,Algo1 w1,0.9380000000000001,0.003125
0.01971,Algo1 w2,0.9380000000000001,0.008675619246216047
0.02076,Algo1 w2 prime,0.9380000000000001,0.009130717928869155
0.01218,Algo2 w1,0.9380000000000001,0.005124359890303004
0.02027,Algo2 w2,0.9380000000000001,0.008881307715455438
0.02078,Algo2 w2 prime,0.9380000000000001,0.009142726399650452
0.00718,Algo1 w1,0.9390000000000001,0.003125
0.0191,Algo1 w2,0.9390000000000001,0.00873202180002159
0.02019,Algo1 w2 prime,0.9390000000000001,0.009193174571120122
0.01162,Algo2 w1,0.9390000000000001,0.005131630712376846
0.01961,Algo2 w2,0.9390000000000001,0.008939580778281928
0.02022,Algo2 w2 prime,0.9390000000000001,0.009205308823909929
0.00779,Algo1 w1,0.9400000000000001,0.003125
0.0207,Algo1 w2,0.9400000000000001,0.00878968702320183
0.02181,Algo1 w2 prime,0.9400000000000001,0.009257040230360296
0.01228,Algo2 w1,0.9400000000000001,0.005138967835348174
0.02118,Algo2 w2,0.9400000000000001,0.008999150851684503
0.02184,Algo2 w2 prime,0.9400000000000001,0.00926930256107899
0.00715,Algo1 w1,0.9410000000000001,0.003125
0.01963,Algo1 w2,0.9410000000000001,0.008848663412585712
0.02064,Algo1 w2 prime,0.9410000000000001,0.009322369030434697
0.01177,Algo2 w1,0.9410000000000001,0.005146372870719654
0.02008,Algo2 w2,0.9410000000000001,0.00906009075151649
0.0207,Algo2 w2 prime,0.9410000000000001,0.009334763153049506
0.00733,Algo1 w1,0.9420000000000001,0.003125
0.02004,Algo1 w2,0.9420000000000001,0.008909002153503357
0.02112,Algo1 w2 prime,0.9420000000000001,0.009389218087610028
0.01182,Algo2 w1,0.9420000000000001,0.005153847498099461
0.02048,Algo2 w2,0.9420000000000001,0.009122406996229385
0.02116,Algo2 w2 prime,0.9420000000000001,0.009401745124421037
0.00713,Algo1 w1,0.9430000000000001,0.003125
0.01942,Algo1 w2,0.9430000000000001,0.008970757316582553
0.02054,Algo1 w2 prime,0.9430000000000001,0.009457647728751926
0.01186,Algo2 w1,0.9430000000000001,0.005161393469317454
0.01987,Algo2 w2,0.9430000000000001,0.009186153136081933
0.02057,Algo2 w2 prime,0.9430000000000001,0.009470308769742858
0.00748,Algo1 w1,0.9440000000000001,0.003125
0.0194,Algo1 w2,0.9440000000000001,0.009033986072587772
0.02024,Algo1 w2 prime,0.9440000000000001,0.009527721729409034
0.0116,Algo2 w1,0.9440000000000001,0.0051690126128672844
0.0198,Algo2 w2,0.9440000000000001,0.009251435778473477
0.02028,Algo2 w2 prime,0.9440000000000001,0.009540520748021135
0.00733,Algo1 w1,0.9450000000000001,0.003125
0.01924,Algo1 w2,0.9450000000000001,0.00909874892730266
0.02014,Algo1 w2 prime,0.9450000000000001,0.009599507574014102
0.01144,Algo2 w1,0.9450000000000001,0.005176706838706557
0.01967,Algo2 w2,0.9450000000000001,0.00931829298731616
0.02019,Algo2 w2 prime,0.9450000000000001,0.00961244723978559
0.00704,Algo1 w1,0.9460000000000001,0.003125
0.01981,Algo1 w2,0.9460000000000001,0.009165109978720113
0.02095,Algo1 w2 prime,0.9460000000000001,0.009673076740663216
0.01156,Algo2 w1,0.9460000000000001,0.005184478143451177
0.02016,Algo2 w2,0.9460000000000001,0.009386790273891032
0.02097,Algo2 w2 prime,0.9460000000000001,0.009686159807818662
0.00676,Algo1 w1,0.9470000000000001,0.003125
0.01962,Algo1 w2,0.9470000000000001,0.009233137199092587
0.02063,Algo1 w2 prime,0.9470000000000001,0.00974850501330557
0.01126,Algo2 w1,0.9470000000000001,0.005192328616002832
0.02018,Algo2 w2,0.9470000000000001,0.00945699709627718
0.02065,Algo2 w2 prime,0.9470000000000001,0.009761734324502504
0.00644,Algo1 w1,0.9480000000000001,0.003125
0.01883,Algo1 w2,0.9480000000000001,0.009302902744789697
0.01972,Algo1 w2 prime,0.9480000000000001,0.009825872824526493
0.01075,Algo2 w1,0.9480000000000001,0.005200260443658893
0.01935,Algo2 w2,0.9480000000000001,0.009528987174133398
0.01976,Algo2 w2 prime,0.9480000000000001,0.009839251314805047
0.0067,Algo1 w1,0.9490000000000001,0.003125
0.01941,Algo1 w2,0.9490000000000001,0.00937448329721995
0.02039,Algo1 w2 prime,0.9490000000000001,0.009905265632553844
0.01072,Algo2 w1,0.9490000000000001,0.005208275918748925
0.01981,Algo2 w2,0.9490000000000001,0.009602838835002448
0.02042,Algo2 w2 prime,0.9490000000000001,0.009918796333504403
0.0071,Algo1 w1,0.95,0.003125
0.02016,Algo1 w2,0.95,0.009447960438657482
0.02117,Algo1 w2 prime,0.95,0.009986774336631319
0.01153,Algo2 w1,0.95,0.005216377445861993
0.02055,Algo2 w2,0.95,0.009678635395958927
0.0212,Algo2 w2 prime,0.95,0.010000460380790839
0.00659,Algo1 w1,0.9510000000000001,0.003125
0.01904,Algo1 w2,0.9510000000000001,0.009523421067265479
0.02017,Algo1 w2 prime,0.9510000000000001,0.010070495735490268
0.0108,Algo2 w1,0.9510000000000001,0.005224567549725693
0.0195,Algo2 w2,0.9510000000000001,0.009756465584977956
0.02018,Algo2 w2 prime,0.9510000000000001,0.010084340360980812
0.0067,Algo1 w1,0.952,0.003125
0.0194,Algo1 w2,0.952,0.009600958259377013
0.02062,Algo1 w2 prime,0.952,0.010156533058515374
0.01109,Algo2 w1,0.952,0.005232848926516043
0.01998,Algo2 w2,0.952,0.009836424010997604
0.02066,Algo2 w2 prime,0.952,0.010170540294644616
0.0065,Algo1 w1,0.9530000000000001,0.003125
0.01933,Algo1 w2,0.9530000000000001,0.009680670174473046
0.02034,Algo1 w2 prime,0.9530000000000001,0.01024499643131157
0.01082,Algo2 w1,0.9530000000000001,0.0052412242826172335
0.01979,Algo2 w2,0.9530000000000001,0.00991861166472848
0.02036,Algo2 w2 prime,0.9530000000000001,0.010259169068857089
0.00642,Algo1 w1,0.954,0.003125
0.0198,Algo1 w2,0.954,0.009762663014755719
0.02089,Algo1 w2 prime,0.954,0.01033600438290196
0.01084,Algo2 w1,0.954,0.005249696600687763
0.02022,Algo2 w2,0.954,0.010003136516043995
0.02092,Algo2 w2 prime,0.954,0.010350345267345205
0.00625,Algo1 w1,0.9550000000000001,0.003125
0.01894,Algo1 w2,0.9550000000000001,0.009847050066531563
0.01995,Algo1 w2 prime,0.9550000000000001,0.010429681492766732
0.01039,Algo2 w1,0.9550000000000001,0.005258268980657295
0.01939,Algo2 w2,0.9550000000000001,0.010090114135955135
0.01998,Algo2 w2 prime,0.9550000000000001,0.01044419506801091
0.00697,Algo1 w1,0.956,0.003125
0.01964,Algo1 w2,0.956,0.009933952797780574
0.02091,Algo1 w2 prime,0.956,0.010526163603306509
0.01098,Algo2 w1,0.956,0.005266944694746102
0.02012,Algo2 w2,0.956,0.010179668416358194
0.02092,Algo2 w2 prime,0.956,0.010540853714470142
0.00667,Algo1 w1,0.957,0.003125
0.01986,Algo1 w2,0.957,0.010023501643726923
0.021,Algo1 w2 prime,0.957,0.010625595749331952
0.01075,Algo2 w1,0.957,0.005275727201220974
0.02037,Algo2 w2,0.957,0.010271932361221927
0.02102,Algo2 w2 prime,0.957,0.010640466158868619
0.00644,Algo1 w1,0.958,0.003125
0.01987,Algo1 w2,0.958,0.01011583688751095
0.02106,Algo1 w2 prime,0.958,0.010728133858576027
0.01092,Algo2 w1,0.958,0.0052846201595978005
0.0204,Algo2 w2,0.958,0.010367048982620343
0.02108,Algo2 w2 prime,0.958,0.010743188914614251
0.00644,Algo1 w1,0.959,0.003125
0.01975,Algo1 w2,0.959,0.010211109649980855
0.0211,Algo1 w2 prime,0.959,0.010833945839653036
0.01073,Algo2 w1,0.959,0.005293627447481351
0.02039,Algo2 w2,0.959,0.010465172302780046
0.02112,Algo2 w2 prime,0.959,0.010849190055620116
0.00631,Algo1 w1,0.96,0.003125
0.01984,Algo1 w2,0.96,0.010309483005077145
0.02108,Algo1 w2 prime,0.96,0.01094321280713778
0.0107,Algo2 w1,0.96,0.005302753179263141
0.02041,Algo2 w2,0.96,0.010566468483920788
0.02111,Algo2 w2 prime,0.96,0.010958648349107128
0.00626,Algo1 w1,0.961,0.003125
0.02025,Algo1 w2,0.961,0.01041113324023918
0.02152,Algo1 w2 prime,0.961,0.011056130217229768
0.01088,Algo2 w1,0.961,0.005312001726934421
0.02064,Algo2 w2,0.961,0.010671117104628626
0.02156,Algo2 w2 prime,0.961,0.011071766049567739
0.00618,Algo1 w1,0.962,0.003125
0.01952,Algo1 w2,0.962,0.01051625128483893
0.02074,Algo1 w2 prime,0.962,0.011172910420136037
0.00965,Algo2 w1,0.962,0.0053213777433143965
0.01997,Algo2 w2,0.962,0.010779312605952353
0.02078,Algo2 w2 prime,0.962,0.011188749036356783
0.00633,Algo1 w1,0.963,0.003125
0.02009,Algo1 w2,0.963,0.010625044333991378
0.02134,Algo1 w2 prime,0.963,0.011293781038798904
0.01039,Algo2 w1,0.963,0.005330886188045536
0.02057,Algo2 w2,0.963,0.010891265934789863
0.02137,Algo2 w2 prime,0.963,0.011309828538720323
0.00603,Algo1 w1,0.964,0.003125
0.02037,Algo1 w2,0.964,0.010737737700387044
0.02159,Algo1 w2 prime,0.964,0.011418997872972693
0.0102,Algo2 w1,0.964,0.005340532356769342
0.0209,Algo2 w2,0.964,0.011007206417459052
0.0216,Algo2 w2 prime,0.964,0.01143525609995973
0.00598,Algo1 w1,0.965,0.003125
0.02083,Algo1 w2,0.965,0.010854576933350853
0.02207,Algo1 w2 prime,0.965,0.011548825810662442
0.01009,Algo2 w1,0.965,0.005350321913975756
0.02132,Algo2 w2,0.965,0.011127383902896911
0.02209,Algo2 w2 prime,0.965,0.011565303166342765
0.00574,Algo1 w1,0.966,0.003125
0.02086,Algo1 w2,0.966,0.010975830252201925
0.02216,Algo1 w2 prime,0.966,0.011683565689469155
0.01026,Algo2 w1,0.966,0.005360260930097669
0.0213,Algo2 w2,0.966,0.011252071222989296
0.0222,Algo2 w2 prime,0.966,0.011700266921602163
0.006,Algo1 w1,0.967,0.003125
0.02076,Algo1 w2,0.967,0.011101791351197692
0.02184,Algo1 w2 prime,0.967,0.011823541644115424
0.0101,Algo2 w1,0.967,0.005370355923555845
0.02117,Algo2 w2,0.967,0.0113815670275403
0.02186,Algo2 w2 prime,0.967,0.011840472558599923
0.0063,Algo1 w1,0.968,0.003125
0.02154,Algo1 w2,0.968,0.011232782645506232
0.02257,Algo1 w2 prime,0.968,0.011969110181844666
0.01074,Algo2 w1,0.968,0.005380613908575288
0.02194,Algo2 w2,0.968,0.01151619906533063
0.02258,Algo2 w2 prime,0.968,0.011986276816241254
0.00598,Algo1 w1,0.969,0.003125
0.02051,Algo1 w2,0.969,0.011369159043385835
0.0218,Algo1 w2 prime,0.969,0.012120663452124604
0.01014,Algo2 w1,0.969,0.005391042449777208
0.02102,Algo2 w2,0.969,0.011656327988097124
0.02182,Algo2 w2 prime,0.969,0.012138072086536297
0.00588,Algo1 w1,0.97,0.003125
0.02054,Algo1 w2,0.97,0.01151131234938725
0.02195,Algo1 w2 prime,0.97,0.012278634037514844
0.00996,Algo2 w1,0.97,0.00540164972475794
0.02115,Algo2 w2,0.97,0.011802351804617807
0.02197,Algo2 w2 prime,0.97,0.012296291203011305
0.00606,Algo1 w1,0.971,0.003125
0.02081,Algo1 w2,0.971,0.011659676428446274
0.02216,Algo1 w2 prime,0.971,0.012443500559968387
0.01017,Algo2 w1,0.971,0.005412444596131787
0.021329999999999998,Algo2 w2,0.971,0.011954711086540525
0.02216,Algo2 w2 prime,0.971,0.01246141304800356
0.00535,Algo1 w1,0.972,0.003125
0.02089,Algo1 w2,0.972,0.011814733292828316
0.02231,Algo1 w2 prime,0.972,0.012615794282392474
0.00973,Algo2 w1,0.972,0.005423436694848808
0.02142,Algo2 w2,0.972,0.012113895110131
0.02238,Algo2 w2 prime,0.972,0.012633969153018901
0.00568,Algo1 w1,0.973,0.003125
0.02096,Algo1 w2,0.973,0.011977020315340165
0.02241,Algo1 w2 prime,0.973,0.01279610691962077
0.00961,Algo2 w1,0.973,0.0054346365170231704
0.02149,Algo2 w2,0.973,0.01228044912963342
0.02243,Algo2 w2 prime,0.973,0.012814551516088457
0.00579,Algo1 w1,0.974,0.003125
0.02083,Algo1 w2,0.974,0.01214713882620815
0.02235,Algo1 w2 prime,0.974,0.012985099933149127
0.00981,Algo2 w1,0.974,0.005446055537051235
0.02148,Algo2 w2,0.974,0.012454983041974326
0.02238,Algo2 w2 prime,0.974,0.013003821863887663
0.00514,Algo1 w1,0.975,0.003125
0.0206,Algo1 w2,0.975,0.01232576442195998
0.02213,Algo1 w2 prime,0.975,0.013183515666640326
0.00909,Algo2 w1,0.975,0.0054577063405007765
0.02115,Algo2 w2,0.975,0.012638181772155548
0.02214,Algo2 w2 prime,0.975,0.01320251572401869
0.00607,Algo1 w1,0.976,0.003125
0.02155,Algo1 w2,0.976,0.012513659408749732
0.02299,Algo1 w2 prime,0.976,0.01339219072022138
0.01036,Algo2 w1,0.976,0.005469602781167935
0.02211,Algo2 w2,0.976,0.012830817802872615
0.02301,Algo2 w2 prime,0.976,0.013411491286111974
0.0053,Algo1 w1,0.977,0.003125
0.02056,Algo1 w2,0.977,0.012711687928683383
0.02197,Algo1 w2 prime,0.977,0.013612072267101025
0.00915,Algo2 w1,0.977,0.005481760167903093
0.02101,Algo2 w2,0.977,0.013033766398050825
0.02201,Algo2 w2 prime,0.977,0.013631674694743592
0.00546,Algo1 w1,0.978,0.003125
0.02076,Algo1 w2,0.978,0.012920834488598702
0.02214,Algo1 w2 prime,0.978,0.013844237907559636
0.0092,Algo2 w1,0.978,0.00549419548840927
0.02119,Algo2 w2,0.978,0.013248024240866092
0.02215,Algo2 w2 prime,0.978,0.013864150903532988
0.00484,Algo1 w1,0.979,0.003125
0.02115,Algo1 w2,0.979,0.013142226845095821
0.02282,Algo1 w2 prime,0.979,0.01408992018619051
0.00883,Algo2 w1,0.979,0.005506927679372377
0.02162,Algo2 w2,0.979,0.013474734531108116
0.02285,Algo2 w2 prime,0.979,0.014110152813127901
0.0056,Algo1 w1,0.98,0.003125
0.02208,Algo1 w2,0.98,0.013377164525123511
0.02369,Algo1 w2 prime,0.98,0.014350537065555998
0.00945,Algo2 w1,0.98,0.005519977955219189
0.02265,Algo2 w2,0.98,0.013715207361683062
0.0237,Algo2 w2 prime,0.98,0.014371098325078224
